naif_id    name
1000331   ,216P
1000332   ,C/2001 B2
1000333   ,150P
1000334   ,301P
1000335   ,334P
1000336   ,C/2001 G1
1000337   ,P/2001 H5
1000338   ,C/2001 HT50
1000339   ,207P
1000340   ,C/2001 A2-B
1000341   ,180P
1000342   ,C/2001 K3
1000343   ,C/2001 K5
1000344   ,C/2001 M10
1000345   ,217P
1000346   ,C/2001 N2
1000347   ,C/2001 O2
1000348   ,C/2001 Q1
1000349   ,185P
1000350   ,193P
1000351   ,C/2001 Q4
1000352   ,473P
1000353   ,201P
1000354   ,371P
1000355   ,370P
1000356   ,166P
1000357   ,C/2001 RX14
1000358   ,C/2001 S1
1000359   ,C/2001 U6
1000360   ,C/2001 W1
1000361   ,204P
1000362   ,C/2001 W2
1000363   ,51P-A
1000364   ,202P
1000366   ,C/2001 A2-A
1000367   ,C/2001 X1
1000368   ,11P
1000369   ,C/2002 A1
1000370   ,C/2002 A2
1000372   ,C/2002 A3
1000373   ,C/2001 OG108
1000375   ,C/2002 B1
1000376   ,C/2002 C2
1000377   ,C/2002 B2
1000378   ,152P
1000379   ,C/2002 B3
1000380   ,182P
1000381   ,228P
1000382   ,C/2002 E2
1000383   ,C/2002 F1
1000384   ,214P
1000385   ,295P
1000386   ,C/2002 H2
1000387   ,P/2002 EJ57
1000388   ,172P
1000389   ,C/2002 J4
1000390   ,C/2002 J5
1000391   ,C/2002 K1
1000392   ,C/2002 K2
1000393   ,221P
1000394   ,73P
1000395   ,C/2002 K4
1000396   ,C/2002 L9
1000397   ,57P-A
1000398   ,C/2002 O4
1000399   ,C/2002 O6
1000400   ,189P
1000401   ,C/2002 O7
1000402   ,215P
1000403   ,153P
1000404   ,C/2002 P1
1000405   ,327P
1000406   ,154P
1000407   ,C/2002 Q2
1000408   ,C/2002 Q3
1000409   ,C/2002 Q5
1000410   ,C/2002 Q3-A
1000411   ,C/2002 R3
1000412   ,223P
1000413   ,225P
1000415   ,402P
1000416   ,C/2002 U2
1000417   ,472P
1000418   ,C/2002 T7
1000419   ,C/2002 V1
1000420   ,C/2002 V2
1000421   ,C/2002 X1
1000422   ,240P
1000423   ,C/2002 X5
1000424   ,C/2002 Y1
1000425   ,226P
1000426   ,C/2003 A2
1000427   ,231P
1000428   ,C/2003 E1
1000429   ,C/2003 F1
1000430   ,P/2003 F2
1000431   ,C/2003 G1
1000432   ,C/2003 G2
1000433   ,156P
1000434   ,C/2003 H2
1000435   ,C/2003 H1
1000436   ,C/2003 H3
1000437   ,218P
1000438   ,C/2003 J1
1000439   ,C/2003 K1
1000440   ,210P
1000441   ,197P
1000442   ,C/2003 K4
1000443   ,C/2003 L2
1000444   ,377P
1000445   ,256P
1000446   ,C/2003 O1
1000447   ,265P
1000448   ,306P
1000449   ,P/2003 QX29
1000450   ,C/2002 VQ94
1000451   ,C/2002 CE10
1000452   ,C/2003 R1
1000453   ,291P
1000454   ,243P
1000457   ,157P
1000458   ,C/2003 T2
1000459   ,C/2003 T4
1000460   ,C/2003 T3
1000461   ,C/2003 U1
1000462   ,285P
1000463   ,303P
1000464   ,C/2003 S3
1000465   ,C/2003 V1
1000466   ,C/2003 W1
1000467   ,219P
1000469   ,236P
1000470   ,159P
1000471   ,158P
1000472   ,224P
1000473   ,450P
1000474   ,C/2003 WT42
1000475   ,343P
1000476   ,C/2004 B1
1000477   ,329P
1000478   ,C/2004 C1
1000479   ,C/2004 D1
1000480   ,C/1996 R3
1000481   ,475P
1000482   ,D/1952 B1
1000483   ,C/1993 Y1
1000484   ,272P
1000485   ,C/2004 F2
1000486   ,246P
1000487   ,209P
1000488   ,C/2004 G1
1000489   ,C/2004 DZ61
1000490   ,C/2004 H1
1000491   ,C/2004 F4
1000492   ,280P
1000493   ,264P
1000494   ,227P
1000495   ,251P
1000496   ,C/2004 HV60
1000497   ,C/2004 K1
1000498   ,220P
1000499   ,C/2004 K3
1000500   ,C/2004 H6
1000501   ,C/2004 L1
1000502   ,C/2004 L2
1000503   ,C/2004 P1
1000504   ,3D
1000505   ,5D
1000506   ,C/2004 Q1
1000507   ,C/2004 Q2
1000508   ,320P
1000509   ,C/2004 R2
1000510   ,P/2004 R3
1000511   ,160P
1000512   ,C/2004 S1
1000513   ,355P
1000514   ,C/2003 S4-A
1000515   ,C/2003 S4-B
1000516   ,C/2004 T3
1000517   ,C/2004 U1
1000518   ,305P
1000520   ,468P
1000521   ,163P
1000525   ,162P
1000527   ,P/2004 V5-A
1000528   ,C/2004 RG113
1000529   ,392P
1000530   ,222P
1000531   ,C/2004 X2
1000532   ,315P
1000533   ,P/2004 V5-B
1000534   ,C/2004 X3
1000535   ,164P
1000536   ,C/2004 V13
1000538   ,C/2005 B1
1000539   ,C/1978 T1
1000540   ,C/1979 Y1
1000541   ,C/1980 E1
1000542   ,C/1980 V1
1000543   ,C/1980 Y2
1000544   ,C/1982 M1
1000545   ,C/1983 J1
1000546   ,C/1983 O1
1000547   ,C/1984 V1
1000548   ,C/1985 R1
1000549   ,C/1987 B1
1000550   ,C/1987 P1
1000551   ,C/1987 U3
1000552   ,C/1986 P1
1000553   ,C/1987 W1
1000554   ,C/1989 A1
1000555   ,C/1989 Q1
1000556   ,C/1989 X1
1000557   ,C/1991 T2
1000558   ,C/1991 Y1
1000559   ,P/2005 E1
1000560   ,C/2005 E2
1000561   ,C/2005 G1
1000562   ,376P
1000563   ,C/2005 H1
1000564   ,P/2005 J1
1000565   ,C/2005 EL173
1000566   ,C/2005 J2
1000567   ,300P
1000568   ,C/2005 K1
1000569   ,C/2005 K2
1000570   ,C/1899 E1
1000571   ,C/1900 O1
1000572   ,C/1968 H1
1000573   ,C/1968 N1
1000574   ,C/1969 T1
1000575   ,C/1975 E1
1000576   ,C/1975 T1
1000577   ,C/1975 V2
1000578   ,C/1977 R1
1000579   ,C/1988 L1
1000580   ,C/1989 W1
1000581   ,C/1990 K1
1000582   ,C/1991 X2
1000583   ,C/1993 Q1
1000584   ,260P
1000585   ,P/2005 L1
1000586   ,C/2005 L2
1000587   ,C/2005 L3
1000588   ,257P
1000589   ,C/-146 P1
1000590   ,C/-43 K1
1000591   ,C/240 V1
1000592   ,C/390 Q1
1000593   ,C/400 F1
1000594   ,C/418 M1
1000595   ,C/442 V1
1000596   ,C/539 W1
1000597   ,C/565 O1
1000598   ,C/568 O1
1000599   ,C/574 G1
1000600   ,C/770 K1
1000601   ,C/817 C1
1000602   ,C/868 B1
1000603   ,C/905 K1
1000604   ,C/962 B1
1000605   ,C/1014 C1
1000606   ,C/1018 P1
1000607   ,C/1080 P1
1000608   ,C/1092 A1
1000609   ,C/1097 T1
1000610   ,C/1110 K1
1000611   ,C/1132 T1
1000612   ,C/1147 A1
1000613   ,C/1230 X1
1000614   ,C/1240 B1
1000615   ,C/1245 D1
1000616   ,C/1264 N1
1000617   ,C/1293 V1
1000618   ,C/1299 B1
1000619   ,C/1304 C1
1000620   ,C/1304 Y1
1000621   ,C/1315 U1
1000622   ,C/1337 M1
1000623   ,C/1340 F1
1000624   ,C/1345 O1
1000625   ,C/1351 W1
1000626   ,C/1362 E1
1000627   ,C/1368 E1
1000628   ,C/1376 M1
1000630   ,C/1402 D1
1000631   ,C/1433 R1
1000632   ,C/1439 F1
1000633   ,C/1449 Y1
1000635   ,C/1457 L1
1000636   ,C/1458 Y1
1000637   ,C/1462 M1
1000638   ,C/1468 S1
1000639   ,C/1471 Y1
1000640   ,C/1490 Y1
1000641   ,C/1499 Q1
1000642   ,C/1500 H1
1000643   ,C/1506 O1
1000644   ,C/1532 R1
1000645   ,C/1533 M1
1000646   ,C/1538 A1
1000647   ,C/1539 H1
1000648   ,C/1556 D1
1000649   ,C/1557 T1
1000650   ,C/1558 P1
1000651   ,C/1577 V1
1000652   ,C/1580 T1
1000653   ,C/1582 J1
1000654   ,C/1585 T1
1000655   ,C/1590 E1
1000656   ,C/1593 O1
1000657   ,C/1596 N1
1000658   ,C/1618 Q1
1000659   ,C/1618 V1
1000660   ,C/1618 W1
1000661   ,C/1639 U1
1000662   ,C/1652 Y1
1000663   ,C/1661 C1
1000664   ,C/1664 W1
1000665   ,C/1665 F1
1000666   ,C/1668 E1
1000667   ,C/1672 E1
1000668   ,C/1677 H1
1000669   ,C/1680 V1
1000670   ,C/1683 O1
1000671   ,C/1684 N1
1000672   ,C/1686 R1
1000673   ,C/1689 X1
1000674   ,C/1695 U1
1000675   ,C/1698 R1
1000676   ,C/1699 D1
1000677   ,C/1701 U1
1000678   ,C/1702 H1
1000679   ,C/1706 F1
1000680   ,C/1707 W1
1000681   ,C/1718 B1
1000682   ,C/1723 T1
1000683   ,C/1729 P1
1000684   ,C/1733 K1
1000685   ,C/1737 C1
1000686   ,C/1739 K1
1000687   ,C/1742 C1
1000688   ,C/1743 C1
1000689   ,C/1743 Q1
1000690   ,C/1743 X1
1000691   ,C/1746 P1
1000692   ,C/1748 H1
1000693   ,C/1748 K1
1000694   ,C/1750 C1
1000695   ,C/1757 R1
1000696   ,C/1758 K1
1000697   ,C/1760 A1
1000698   ,C/1760 B1
1000699   ,C/1762 K1
1000700   ,C/1763 S1
1000701   ,C/1764 A1
1000702   ,C/1766 E1
1000703   ,D/1766 G1
1000704   ,C/1769 P1
1000705   ,D/1770 L1
1000706   ,C/1771 A1
1000707   ,C/1771 G1
1000708   ,C/1773 T1
1000709   ,C/1774 P1
1000710   ,C/1779 A1
1000711   ,C/1780 U1
1000712   ,C/1780 U2
1000713   ,C/1781 M1
1000714   ,C/1781 T1
1000716   ,C/1783 X1
1000717   ,C/1785 A1
1000718   ,C/1785 E1
1000719   ,C/1786 P1
1000720   ,C/1787 G1
1000721   ,C/1788 W1
1000722   ,C/1790 A1
1000723   ,C/1790 H1
1000724   ,C/1791 X1
1000725   ,C/1793 A1
1000726   ,C/1793 S1
1000727   ,C/1793 S2
1000728   ,C/1796 F1
1000729   ,C/1797 P1
1000730   ,C/1798 G1
1000731   ,C/1798 X1
1000732   ,C/1799 P1
1000733   ,C/1799 Y1
1000734   ,C/1801 N1
1000735   ,C/1802 Q1
1000736   ,C/1804 E1
1000737   ,C/1806 V1
1000738   ,C/1807 R1
1000739   ,C/1808 F1
1000740   ,C/1808 M1
1000741   ,C/1810 Q1
1000742   ,C/1811 F1
1000743   ,C/1811 W1
1000744   ,C/1813 C1
1000745   ,C/1813 G1
1000746   ,C/1816 B1
1000747   ,C/1817 Y1
1000748   ,C/1818 W2
1000749   ,C/1819 N1
1000750   ,289P
1000751   ,C/1821 B1
1000752   ,C/1822 J1
1000753   ,C/1822 K1
1000754   ,C/1822 N1
1000755   ,C/1823 Y1
1000756   ,C/1824 N1
1000757   ,C/1824 O1
1000758   ,C/1825 K1
1000759   ,C/1825 N1
1000760   ,C/1825 P1
1000761   ,C/1825 V1
1000762   ,C/1826 P1
1000763   ,C/1826 U1
1000764   ,C/1826 Y1
1000765   ,273P
1000766   ,C/1827 P1
1000767   ,C/1830 F1
1000768   ,C/1831 A1
1000769   ,C/1832 O1
1000770   ,C/1833 S1
1000771   ,C/1834 E1
1000772   ,C/1835 H1
1000773   ,C/1839 X1
1000774   ,C/1840 B1
1000775   ,C/1840 E1
1000776   ,C/1840 U1
1000777   ,C/1842 U1
1000778   ,C/1843 D1
1000779   ,C/1843 J1
1000780   ,C/1844 N1
1000781   ,C/1844 Y1
1000782   ,C/1844 Y2
1000783   ,C/1845 D1
1000784   ,C/1845 L1
1000785   ,C/1846 B1
1000786   ,C/1846 J1
1000787   ,C/1846 O1
1000788   ,C/1846 S1
1000789   ,C/1847 C1
1000790   ,C/1847 J1
1000791   ,C/1847 N1
1000792   ,C/1847 Q1
1000793   ,C/1847 T1
1000794   ,C/1848 P1
1000795   ,C/1848 U1
1000796   ,C/1849 G1
1000797   ,C/1849 G2
1000798   ,C/1850 J1
1000799   ,C/1850 Q1
1000800   ,C/1851 P1
1000801   ,C/1851 U1
1000802   ,C/1852 K1
1000803   ,C/1853 E1
1000804   ,C/1853 G1
1000805   ,C/1853 L1
1000806   ,C/1853 R1
1000807   ,C/1853 W1
1000808   ,C/1854 F1
1000809   ,C/1854 L1
1000810   ,C/1854 R1
1000811   ,C/1854 Y1
1000812   ,C/1855 G1
1000813   ,C/1855 L1
1000814   ,C/1855 V1
1000815   ,C/1857 D1
1000816   ,C/1857 M1
1000817   ,C/1857 O1
1000818   ,C/1857 Q1
1000819   ,C/1857 V1
1000820   ,C/1858 K1
1000821   ,C/1858 L1
1000822   ,C/1858 R1
1000823   ,C/1859 G1
1000824   ,C/1860 D1-A
1000825   ,C/1860 D1-B
1000826   ,C/1860 H1
1000827   ,C/1860 M1
1000828   ,C/1860 U1
1000829   ,C/1861 G1
1000830   ,C/1861 J1
1000831   ,C/1861 Y1
1000832   ,C/1862 N1
1000833   ,C/1862 W1
1000834   ,C/1862 X1
1000835   ,C/1863 G1
1000836   ,C/1863 G2
1000837   ,C/1863 T1
1000838   ,C/1863 V1
1000839   ,C/1863 Y1
1000840   ,C/1864 N1
1000841   ,C/1864 O1
1000842   ,C/1864 R1
1000843   ,C/1864 X1
1000844   ,C/1864 Y1
1000845   ,C/1865 B1
1000846   ,C/1867 S1
1000847   ,C/1868 L1
1000848   ,C/1869 T1
1000849   ,C/1870 K1
1000850   ,C/1870 Q1
1000851   ,C/1870 W1
1000852   ,C/1871 G1
1000853   ,C/1871 L1
1000854   ,C/1871 V1
1000855   ,C/1873 Q1
1000856   ,C/1873 Q2
1000857   ,C/1874 D1
1000858   ,C/1874 G1
1000859   ,C/1874 H1
1000860   ,C/1874 O1
1000861   ,C/1874 Q1
1000862   ,C/1874 X1
1000863   ,C/1877 C1
1000864   ,C/1877 G1
1000865   ,C/1877 G2
1000866   ,C/1877 R1
1000867   ,C/1877 T1
1000868   ,C/1878 N1
1000869   ,C/1879 M1
1000870   ,C/1879 Q1
1000871   ,C/1879 Q2
1000872   ,C/1880 C1
1000873   ,C/1880 G1
1000874   ,C/1880 S1
1000875   ,C/1880 Y1
1000876   ,C/1881 J1
1000877   ,C/1881 K1
